Marca,Model,Anul,Kilometrajul,Capacitatea motorului,Tipul de combustibil,Preț
Skoda,Karoq,2019,193 000 km,1 968 cm3,Diesel,17 390
Skoda,RAPID,2018,160 000 km,1 598 cm3,Diesel,8 806
Skoda,Octavia Combi,2020,256 000 km,1 968 cm3,Diesel,11 990
Skoda,Fabia,2019,187 000 km,999 cm3,Benzina,9 999
Skoda,Octavia,2019,201 848 km,1 598 cm3,Diesel,10 199
Skoda,RAPID,2014,187 000 km,1 598 cm3,Diesel,5 400
Skoda,Fabia,2020,19 500 km,999 cm3,Benzina,14 990
Skoda,Octavia,2005,300 000 km,1 968 cm3,Diesel,3 700
Skoda,Octavia Combi,2019,171 300 km,1 598 cm3,Diesel,10 989
Dacia,Logan Van,2011,141 000 km,1 461 cm3,Diesel,3 700
Dacia,Logan,2018,73 507 km,898 cm3,Benzina,8 949
Dacia,Dokker,2019,127 844 km,1 461 cm3,Diesel,8 498
Dacia,Logan MCV,2018,162 400 km,1 461 cm3,Diesel,9 498
Dacia,Duster TCe,2015,121 000 km,1 197 cm3,Benzina,8 500
Dacia,Dokker Blue,2019,220 000 km,1 461 cm3,Diesel,7 990
Dacia,Duster,2013,161 000 km,1 461 cm3,Diesel,7 450
Dacia,Logan MCV,2011,195 000 km,1 598 cm3,Benzina,3 390
Dacia,Duster TCe,2019,95 767 km,1 332 cm3,Benzina,14 950
Dacia,Sandero,2010,225 000 km,1 390 cm3,Benzina + GPL,2 350
Dacia,Logan,2018,211 500 km,999 cm3,Benzina,7 899
Dacia,Dokker,2016,96 000 km,1 461 cm3,Diesel,8 150
Dacia,Logan,2020,80 900 km,898 cm3,Benzina,9 495
Dacia,Dokker,2020,53 841 km,1 461 cm3,Diesel,8 700
Dacia,Duster,2019,279 000 km,1 461 cm3,Diesel,11 500
Dacia,Sandero,2019,11 500 km,898 cm3,Benzina,8 000
Dacia,Duster TCe,2018,91 000 km,1 332 cm3,Benzina,14 150
Dacia,Duster,2016,289 000 km,1 461 cm3,Diesel,8 699
Dacia,Sandero Stepway,2011,161 000 km,1 598 cm3,Benzina,5 750
Dacia,Dokker,2018,169 000 km,1 461 cm3,Diesel,6 900
Dacia,Sandero,2009,66 295 km,1 390 cm3,Benzina,2 999
Dacia,Duster,2019,199 000 km,1 461 cm3,Diesel,9 400
Dacia,Duster,2011,195 000 km,1 461 cm3,Diesel,7 250
Dacia,Logan Stepway,2018,140 000 km,898 cm3,Benzina,8 550
Dacia,Duster,2012,265 984 km,1 461 cm3,Diesel,7 299
Dacia,Dokker,2017,200 000 km,1 461 cm3,Diesel,6 700
Dacia,Duster,2020,188 000 km,1 461 cm3,Diesel,11 400
Dacia,Logan MCV,2008,213 000 km,1 598 cm3,Benzina,3 000
Dacia,Logan MCV,2015,7 500 km,1 149 cm3,Benzina,6 307
Dacia,Logan,2011,309 000 km,1 461 cm3,Diesel,3 750
Dacia,Sandero,2008,132 081 km,1 598 cm3,Benzina,2 700
Dacia,Dokker,2019,81 000 km,1 461 cm3,Diesel,10 989
Dacia,Jogger,2023,5 094 km,1 598 cm3,Hibrid,25 500
Dacia,Duster,2017,145 470 km,1 461 cm3,Diesel,11 305
Dacia,Sandero Stepway,2023,4 630 km,999 cm3,Benzina + GPL,17 800
Dacia,Duster,2012,236 000 km,1 461 cm3,Diesel,5 650
Dacia,Dokker,2016,171 659 km,1 461 cm3,Diesel,8 200
Dacia,Logan Stepway,2020,60 000 km,999 cm3,Benzina + GPL,10 300
Dacia,Sandero Stepway,2019,39 000 km,898 cm3,Benzina,8 750
Dacia,Logan MCV,2018,28 548 km,898 cm3,Benzina,8 400
Dacia,Lodgy,2020,73 000 km,1 461 cm3,Diesel,7 350
Dacia,Logan,2019,105 124 km,1 461 cm3,Diesel,9 249
Dacia,Logan,2019,60 984 km,998 cm3,Benzina,8 249
Dacia,Logan,2008,112 730 km,1 390 cm3,Benzina,2 599
Dacia,Lodgy,2019,153 000 km,1 461 cm3,Diesel,10 750
Dacia,Logan,2016,80 500 km,1 461 cm3,Diesel,6 499
Dacia,Duster TCe,2023,37 700 km,1 332 cm3,Benzina,21 900
Dacia,Logan,2017,150 000 km,1 461 cm3,Diesel,7 990
Dacia,Duster dCi,2011,159 667 km,1 461 cm3,Diesel,5 700
Dacia,Duster,2010,109 313 km,1 461 cm3,Diesel,8 690
Dacia,Duster,2021,55 193 km,1 461 cm3,Diesel,18 698
Dacia,Logan,2018,133 000 km,1 461 cm3,Diesel,10 650
Dacia,Logan MCV,2014,151 428 km,1 149 cm3,Benzina + GPL,5 590
Dacia,Logan,2021,43 350 km,999 cm3,Benzina,12 798
Dacia,Duster,2021,67 151 km,1 461 cm3,Diesel,18 698
Dacia,Logan,2019,156 000 km,898 cm3,Benzina,8 450
Dacia,Logan,2019,120 715 km,1 461 cm3,Diesel,8 900
Dacia,Duster,2020,80 386 km,1 461 cm3,Diesel,13 750
Dacia,Logan SCe,2021,19 590 km,999 cm3,Benzina,11 000
Dacia,Logan MCV,2018,113 522 km,898 cm3,Benzina,8 500
Dacia,Duster,2019,130 000 km,1 461 cm3,Diesel,12 990
Dacia,Sandero Stepway,2013,189 900 km,1 461 cm3,Diesel,5 990
Dacia,Dokker,2019,116 553 km,1 598 cm3,Benzina,10 950
Dacia,Dokker,2019,299 000 km,1 461 cm3,Diesel,5 950
Dacia,Logan MCV,2017,37 670 km,898 cm3,Benzina + GPL,8 400
Dacia,Duster,2021,28 748 km,1 461 cm3,Diesel,19 990
Dacia,Logan MCV,2016,212 796 km,1 461 cm3,Diesel,3 900
Dacia,Logan MCV,2018,123 923 km,898 cm3,Benzina,8 500
Dacia,Logan MCV,2019,75 797 km,998 cm3,Benzina,7 900
Dacia,Sandero,2014,84 000 km,1 461 cm3,Diesel,6 490
Dacia,Sandero SCe,2017,76 000 km,999 cm3,Benzina,5 500
Dacia,Duster Blue,2024,8 km,1 461 cm3,Diesel,20 990
Dacia,Sandero Stepway,2010,337 000 km,1 461 cm3,Diesel,2 750
Dacia,Dokker,2019,146 411 km,1 461 cm3,Diesel,8 990
Dacia,Sandero,2012,187 000 km,1 149 cm3,Benzina,2 900
Dacia,Duster TCe,2023,7 100 km,999 cm3,Benzina + GPL,17 990
Dacia,Sandero Stepway,2021,48 000 km,999 cm3,Benzina + GPL,11 999
Dacia,Dokker,2019,97 346 km,1 461 cm3,Diesel,9 990
Dacia,Duster,2014,205 000 km,1 461 cm3,Diesel,8 999
Dacia,Logan,2017,166 947 km,998 cm3,Benzina,6 299
Dacia,Duster,2018,114 500 km,1 461 cm3,Diesel,14 490
Dacia,Logan,2019,103 552 km,898 cm3,Benzina,8 949
Dacia,Dokker,2015,190 000 km,1 197 cm3,Benzina,6 600
Dacia,Logan,2019,168 000 km,1 461 cm3,Diesel,7 199
Dacia,Logan MCV,2014,140 210 km,898 cm3,Benzina,6 450
Dacia,Lodgy,2019,118 371 km,1 461 cm3,Diesel,10 900
Dacia,Logan,2006,128 000 km,1 598 cm3,Benzina,1 290
Dacia,Sandero Stepway,2019,55 398 km,898 cm3,Benzina,9 500
Dacia,Duster Blue,2024,7 km,1 461 cm3,Diesel,16 380
Dacia,Sandero SCe,2019,145 000 km,999 cm3,Benzina,6 700
Dacia,Duster,2019,92 417 km,1 461 cm3,Diesel,13 200
Dacia,Duster,2021,124 160 km,1 461 cm3,Diesel,17 299
Dacia,Logan,2013,269 123 km,1 149 cm3,Benzina,4 999
Dacia,Logan MCV,2015,117 965 km,1 149 cm3,Benzina,6 700
Dacia,Duster,2011,215 000 km,1 461 cm3,Diesel,7 490
Dacia,Duster,2016,185 692 km,1 461 cm3,Diesel,9 990
Dacia,Lodgy,2018,139 000 km,1 461 cm3,Diesel,9 950
Dacia,Logan,2016,318 000 km,1 461 cm3,Diesel,3 950
Dacia,Logan,2014,85 200 km,899 cm3,Benzina,5 800
Dacia,Duster,2013,222 000 km,1 461 cm3,Diesel,8 990
Dacia,Logan Stepway,2018,96 500 km,898 cm3,Benzina,7 850
Dacia,Sandero Stepway,2019,126 000 km,898 cm3,Benzina + GPL,12 500
Dacia,Logan MCV,2014,199 000 km,1 149 cm3,Benzina,4 600
Dacia,Dokker SCe,2020,150 000 km,1 598 cm3,Benzina + GPL,9 999
Dacia,Jogger,2022,14 000 km,999 cm3,Benzina,18 399
Dacia,Logan MCV,2016,74 000 km,1 149 cm3,Benzina,7 599
Dacia,Duster,2012,246 000 km,1 461 cm3,Diesel,9 499
Dacia,Duster,2017,141 450 km,1 461 cm3,Diesel,9 300
Dacia,Duster,2020,204 513 km,1 461 cm3,Diesel,11 289
Dacia,Logan,2017,48 000 km,998 cm3,Benzina,6 800
Dacia,Logan,2016,199 190 km,1 149 cm3,Benzina + GPL,5 450
Dacia,Logan,2020,130 000 km,898 cm3,Benzina,9 250
Dacia,Duster ECO-G,2022,51 663 km,999 cm3,Benzina + GPL,15 990
Dacia,Logan,2019,18 962 km,898 cm3,Benzina,9 500
Dacia,Dokker,2019,53 107 km,1 461 cm3,Diesel,14 490
Dacia,Duster,2018,95 000 km,1 500 cm3,Diesel,12 300
Dacia,Duster,2020,85 000 km,1 500 cm3,Diesel,15 500
Dacia,Sandero,2015,162 200 km,898 cm3,Benzina,6 750
Dacia,Logan,2017,161 300 km,998 cm3,Benzina,7 250
Dacia,Duster,2012,183 200 km,1 461 cm3,Diesel,7 990
Dacia,Lodgy,2012,181 146 km,1 461 cm3,Diesel,6 490
Renault,Kadjar,2017,192 000 km,1 461 cm3,Diesel,12 200
Renault,Megane ENERGY,2017,236 000 km,1 197 cm3,Benzina,10 500
Renault,Trafic,2020,147 155 km,1 997 cm3,Diesel,19 950
Renault,Megane,2009,146 000 km,1 461 cm3,Diesel,2 999
Renault,Clio III,2012,189 000 km,1 461 cm3,Diesel,2 290
Renault,Clio IV,2018,163 000 km,1 461 cm3,Diesel,9 500
Renault,Megane ENERGY,2013,214 414 km,1 461 cm3,Diesel,6 450
Renault,Megane,2019,105 000 km,1 332 cm3,Benzina,11 990
Renault,Kadjar TCe,2021,160 362 km,1 333 cm3,Benzina,16 053
Renault,Alaskan Double,2018,248 000 km,2 298 cm3,Diesel,20 499
Renault,Scenic dCi,2008,198 000 km,1 870 cm3,Diesel,3 999
Renault,Trafic Combi,2017,194 451 km,1 598 cm3,Diesel,17 260
Renault,Espace Energy,2016,197 050 km,1 598 cm3,Diesel,14 990
Renault,Clio Estate,2019,59 470 km,1 461 cm3,Diesel,9 990
Renault,Scenic ENERGY,2016,250 000 km,1 461 cm3,Diesel,13 499
Renault,Clio V,2020,31 200 km,999 cm3,Benzina,9 000
Renault,Clio,2008,212 461 km,1 598 cm3,Benzina,3 990
Renault,Megane,2011,255 000 km,1 461 cm3,Diesel,5 499
Renault,Clio (Energy),2018,170 000 km,898 cm3,Benzina,8 999
Renault,Laguna,2009,238 000 km,1 461 cm3,Diesel,4 499
Renault,Megane dCi,2012,184 000 km,1 461 cm3,Diesel,5 560
Renault,Clio,2015,273 346 km,1 149 cm3,Benzina,5 490
Renault,Koleos,2018,266 400 km,1 598 cm3,Diesel,13 990
Renault,Fluence,2012,157 349 km,1 461 cm3,Diesel,5 690
Renault,Megane Grandtour,2018,125 000 km,1 332 cm3,Benzina,12 888
Renault,Megane Grandtour,2012,228 000 km,1 995 cm3,Diesel,5 950
Renault,Megane,2011,212 000 km,1 461 cm3,Diesel,4 950
Renault,Altul,2007,58 000 km,1 590 cm3,Benzina,4 499
Renault,Megane,2019,87 000 km,1 332 cm3,Benzina,11 450
Renault,Clio,2014,75 000 km,1 149 cm3,Benzina,7 000
Renault,Talisman,2016,207 271 km,1 598 cm3,Diesel,11 490
Renault,Captur TCe,2019,28 775 km,898 cm3,Benzina,11 000
Renault,Megane ENERGY,2012,232 000 km,1 461 cm3,Diesel,5 999
Renault,Megane ENERGY,2014,166 000 km,1 598 cm3,Diesel,6 950
Renault,Symbol,2010,53 000 km,1 149 cm3,Benzina,3 900
Renault,Megane dCi,2011,188 000 km,1 461 cm3,Diesel,5 450
Renault,Megane,2017,228 000 km,1 461 cm3,Diesel,8 950
Renault,Laguna dCi,2015,77 800 km,1 461 cm3,Diesel,8 790
Renault,Clio TCe,2022,16 000 km,999 cm3,Benzina,16 648
Renault,Megane,2009,265 127 km,1 461 cm3,Diesel,4 990
Renault,Scenic,2007,269 000 km,1 461 cm3,Diesel,2 999
Renault,Trafic Combi,2015,280 000 km,1 598 cm3,Diesel,15 000
Renault,Kadjar,2018,188 449 km,1 461 cm3,Diesel,12 971
Renault,Kadjar TCe,2018,65 000 km,1 332 cm3,Benzina,14 900
Renault,Clio,2022,20 500 km,1 598 cm3,Hibrid,18 900
Renault,Koleos,2011,211 000 km,1 995 cm3,Diesel,8 499
Renault,Megane TCe,2024,2 km,1 333 cm3,Benzina,19 200
Renault,Laguna,2011,201 000 km,1 461 cm3,Diesel,5 499
Renault,Megane ENERGY,2013,218 000 km,1 461 cm3,Diesel,5 950
Renault,Kadjar,2016,217 000 km,1 461 cm3,Diesel,12 450
Renault,Captur,2021,39 000 km,1 598 cm3,Hibrid Plug-In,22 000
Renault,Koleos dCi,2014,270 000 km,1 995 cm3,Diesel,7 900
Renault,Captur TCe,2019,45 000 km,898 cm3,Benzina,11 000
Renault,Megane,2017,126 800 km,1 461 cm3,Diesel,9 950
Renault,Kadjar,2016,244 000 km,1 197 cm3,Benzina,9 990
Renault,Laguna,2011,250 000 km,1 461 cm3,Diesel,3 999
Renault,Scenic dCi,2011,235 000 km,1 461 cm3,Diesel,3 999
Renault,Megane Grandtour,2014,274 500 km,1 461 cm3,Diesel,6 190
Renault,Espace,2021,166 827 km,1 997 cm3,Diesel,25 900
Renault,Megane ENERGY,2014,125 000 km,1 197 cm3,Benzina,6 950
Renault,Clio V,2020,72 092 km,1 461 cm3,Diesel,11 656
Renault,Kadjar,2016,181 000 km,1 598 cm3,Diesel,9 500
Renault,Megane Estate,2018,51 185 km,1 618 cm3,Benzina,16 990
Renault,Clio,2020,80 526 km,1 461 cm3,Diesel,11 256
Renault,Talisman Grandtour,2017,228 000 km,1 461 cm3,Diesel,9 990
Renault,Megane,2014,130 000 km,1 197 cm3,Benzina,7 499
Renault,Grand Scenic,2012,184 000 km,1 598 cm3,Diesel,6 990
Renault,Clio IV,2019,97 583 km,1 461 cm3,Diesel,8 990
Renault,Espace,2016,297 685 km,1 598 cm3,Diesel,12 453
Renault,Megane TCe,2018,30 000 km,1 332 cm3,Benzina,10 750
Renault,Megane,2016,216 433 km,1 461 cm3,Diesel,7 990
Renault,Espace,2015,255 000 km,1 598 cm3,Diesel,12 500
Renault,Megane Estate,2020,94 028 km,1 332 cm3,Benzina,16 490
Renault,Megane Blue,2017,240 000 km,1 461 cm3,Diesel,9 990
Renault,Talisman Grandtour,2018,163 500 km,1 461 cm3,Diesel,10 990
Renault,Megane Estate,2011,238 122 km,1 397 cm3,Benzina,5 990
Renault,Koleos,2012,234 000 km,1 995 cm3,Diesel,5 499
Renault,Espace Energy,2017,187 000 km,1 598 cm3,Diesel,13 804
Renault,Kadjar,2018,169 000 km,1 598 cm3,Diesel,13 950
Renault,Megane Grandtour,2010,265 000 km,1 461 cm3,Diesel,3 650
Renault,Megane ENERGY,2014,239 000 km,1 461 cm3,Diesel,5 550
Renault,Talisman,2018,66 822 km,1 798 cm3,Benzina,20 900
Renault,Clio Estate,2014,19 000 km,1 149 cm3,Benzina,7 000
Renault,Espace,2018,149 000 km,1 598 cm3,Diesel,15 290
Renault,Clio IV,2019,26 100 km,898 cm3,Benzina,9 900
Renault,Talisman,2019,164 000 km,1 997 cm3,Diesel,14 950
Renault,Espace Energy,2016,176 000 km,1 598 cm3,Diesel,13 950
Renault,Talisman,2019,200 000 km,1 598 cm3,Diesel,8 990
Renault,Kadjar,2016,128 600 km,1 598 cm3,Diesel,13 290
Renault,Megane Grandtour,2017,161 500 km,1 598 cm3,Diesel,11 999
Renault,Clio,2001,208 000 km,1 998 cm3,Benzina,6 800
Renault,Grand Scenic,2018,208 380 km,1 461 cm3,Diesel,11 500
Renault,Scenic dCi,2010,219 000 km,1 461 cm3,Diesel,3 999
Renault,Arkana,2022,48 600 km,1 333 cm3,Benzina,24 899
Renault,Koleos dCi,2014,145 500 km,1 995 cm3,Diesel,8 990
Renault,Clio,2014,251 000 km,1 149 cm3,Benzina + GPL,5 300
Renault,Trafic Combi,2023,7 km,1 997 cm3,Diesel,35 800
Renault,Megane ENERGY,2011,266 367 km,1 461 cm3,Diesel,4 990
Renault,Fluence,2015,69 558 km,1 598 cm3,Benzina,7 999
Renault,Kadjar TCe,2019,129 000 km,1 332 cm3,Benzina,14 999
Renault,Megane,2016,123 600 km,1 461 cm3,Diesel,9 990
Renault,Megane III,2011,210 000 km,1 397 cm3,Benzina,6 700
Renault,Clio,2020,84 911 km,1 461 cm3,Diesel,9 990
Renault,Clio,2020,87 100 km,1 461 cm3,Diesel,9 990
Renault,Clio Estate,2019,80 760 km,898 cm3,Benzina,9 350
Renault,Austral E-Tech,2023,748 km,1 199 cm3,Hibrid,40 341
Renault,Clio V,2023,1 425 km,1 598 cm3,Hibrid,25 585
Renault,Kadjar BLUE,2019,168 200 km,1 461 cm3,Diesel,14 190
Renault,Megane,2019,129 000 km,1 461 cm3,Diesel,10 950
Renault,Kadjar Blue,2019,167 000 km,1 461 cm3,Diesel,14 280
Renault,Clio V,2022,6 km,999 cm3,Benzina,15 700
Renault,Master,2019,124 000 km,2 299 cm3,Diesel,26 998
Renault,Megane TCe,2022,82 690 km,1 332 cm3,Benzina,15 790
Renault,Megane TCe,2022,80 591 km,1 332 cm3,Benzina,15 890
Renault,Clio Estate,2017,84 562 km,1 461 cm3,Diesel,10 500
Renault,Master,2019,114 000 km,2 299 cm3,Diesel,26 998
Renault,Espace Energy,2015,184 809 km,1 598 cm3,Diesel,13 990
Renault,Megane,2018,173 746 km,1 461 cm3,Diesel,9 990
Renault,Trafic,2012,243 800 km,1 995 cm3,Diesel,10 489
Renault,Megane,2019,128 820 km,1 461 cm3,Diesel,11 998
Renault,Grand Scenic,2012,246 124 km,1 598 cm3,Diesel,6 050
Renault,Grand Scenic,2009,291 000 km,1 870 cm3,Diesel,4 499
Renault,Clio Grandtour,2013,204 000 km,898 cm3,Benzina,5 950
Renault,Megane Grandtour,2015,208 100 km,1 461 cm3,Diesel,7 190
Renault,Kangoo,2018,244 000 km,1 461 cm3,Diesel,7 900
Renault,Express,2023,6 km,1 461 cm3,Diesel,18 520
Renault,Captur,2022,15 517 km,1 598 cm3,Hibrid,21 790
Renault,Koleos,2013,188 000 km,1 995 cm3,Diesel,9 999
Renault,Megane Blue,2018,155 380 km,1 461 cm3,Diesel,12 000
Renault,Laguna,2009,240 000 km,1 461 cm3,Diesel,4 450
Renault,Koleos,2011,219 000 km,1 995 cm3,Diesel,6 300
Renault,Laguna dCi,2013,237 700 km,1 461 cm3,Diesel,5 490
Renault,Megane TCe,2020,67 701 km,1 332 cm3,Benzina,20 890
Renault,Captur,2017,36 397 km,898 cm3,Benzina,9 300
Renault,Megane,2018,106 237 km,1 197 cm3,Benzina,10 449
Renault,Clio V,2020,46 036 km,1 461 cm3,Diesel,10 949
Renault,Koleos,2019,67 310 km,1 995 cm3,Diesel,23 249
Renault,Clio V,2020,91 600 km,1 461 cm3,Diesel,10 090
Renault,Talisman Energy,2016,133 048 km,1 598 cm3,Diesel,14 950
Renault,Megane Grandtour,2014,170 000 km,1 198 cm3,Benzina,6 490
Renault,Megane,2018,177 996 km,1 197 cm3,Benzina,12 249
Renault,Megane Estate,2017,104 564 km,1 461 cm3,Diesel,13 249
Renault,Megane Blue,2021,170 000 km,1 461 cm3,Diesel,12 222
Renault,Kadjar Blue,2020,135 000 km,1 461 cm3,Diesel,14 777
Renault,Kadjar,2017,210 000 km,1 598 cm3,Diesel,13 999
Renault,Clio V,2020,91 000 km,1 461 cm3,Diesel,10 490
Renault,Megane ENERGY,2015,237 800 km,1 598 cm3,Diesel,7 550
Renault,Grand Scenic,2007,152 013 km,1 870 cm3,Diesel,2 500
Renault,Koleos ENERGY,2019,121 880 km,1 995 cm3,Diesel,21 990
Renault,Scenic,2011,248 686 km,1 870 cm3,Diesel,4 600
Renault,Clio (Energy),2018,176 200 km,898 cm3,Benzina,8 200
Renault,Megane ENERGY,2011,195 000 km,1 461 cm3,Diesel,4 490
Renault,Kadjar BLUE,2020,123 958 km,1 461 cm3,Diesel,16 499
Renault,Megane,2010,252 129 km,1 461 cm3,Diesel,4 990
Renault,Megane Blue,2021,230 000 km,1 461 cm3,Diesel,11 200
Renault,Laguna ENERGY,2012,199 999 km,1 995 cm3,Diesel,6 350
Renault,Trafic ENERGY,2015,275 000 km,1 598 cm3,Diesel,11 800
Renault,Talisman Grandtour,2019,171 890 km,1 997 cm3,Diesel,13 950
Citroën,C-Elysée,2018,91 700 km,1 199 cm3,Benzina + GPL,8 490
Citroën,C4 Picasso,2007,196 000 km,1 560 cm3,Diesel,3 999
Citroën,Jumper,2016,199 000 km,2 999 cm3,Diesel,10 999
Citroën,C5 Tourer,2011,248 000 km,1 997 cm3,Diesel,5 499
Citroën,C4 Grand,2016,194 000 km,1 560 cm3,Diesel,11 899
Citroën,C4 Picasso,2014,208 000 km,1 560 cm3,Diesel,8 490
Citroën,C5 Tourer,2008,127 275 km,1 997 cm3,Benzina,4 400
Citroën,C3,2022,2 783 km,1 199 cm3,Benzina,16 490
Citroën,C5 Aircross,2022,19 168 km,1 598 cm3,Hibrid,38 300
Citroën,C3 BlueHDi,2020,185 600 km,1 499 cm3,Diesel,8 990
Citroën,C5,2008,213 000 km,1 997 cm3,Diesel,4 999
Citroën,C-Elysée,2017,175 000 km,1 560 cm3,Diesel,4 999
Citroën,C4 Grand,2018,190 000 km,1 997 cm3,Diesel,10 990
Citroën,C3 BlueHDi,2020,150 500 km,1 499 cm3,Diesel,9 990
Citroën,C3 BlueHDi,2020,140 000 km,1 499 cm3,Diesel,9 990
Citroën,C3,2019,99 200 km,1 199 cm3,Benzina,9 490
Citroën,C3,2019,78 500 km,1 199 cm3,Benzina,12 490
Citroën,C5,2009,193 773 km,1 997 cm3,Diesel,5 490
Citroën,Berlingo,2015,266 000 km,1 560 cm3,Diesel,5 900
Citroën,C4 Cactus,2017,208 000 km,1 560 cm3,Diesel,7 290
Citroën,Berlingo,2023,1 km,1 499 cm3,Diesel,24 383
Citroën,C4 Cactus,2016,33 700 km,1 560 cm3,Diesel,13 400
Citroën,C4,2012,218 000 km,1 560 cm3,Diesel,4 499
Citroën,C4 Cactus,2016,35 141 km,1 199 cm3,Benzina,8 500
Citroën,C5,2010,217 974 km,1 997 cm3,Diesel,4 990
Citroën,C4,2008,170 000 km,1 360 cm3,Benzina,2 250
Citroën,C4 VTi,2012,176 000 km,1 397 cm3,Benzina,5 550
Citroën,C3,2023,22 459 km,1 199 cm3,Benzina,13 685
Citroën,C4 Grand,2020,170 000 km,1 997 cm3,Diesel,17 299
Citroën,Berlingo Multispace,2016,288 260 km,1 560 cm3,Diesel,6 750
Citroën,C4 Picasso,2010,210 000 km,1 997 cm3,Diesel,4 000
Citroën,C4 Picasso,2015,225 000 km,1 560 cm3,Diesel,8 200
Citroën,DS4,2012,220 000 km,1 560 cm3,Diesel,6 850
Citroën,C1,2013,160 000 km,998 cm3,Benzina,6 550
Citroën,DS4,2015,154 000 km,1 199 cm3,Benzina,7 100
Citroën,C3 AIRCROSS,2019,70 000 km,1 199 cm3,Benzina,10 950
Citroën,C5 HDi,2010,250 670 km,1 997 cm3,Diesel,5 990
Citroën,DS5 Hybrid4,2013,220 800 km,1 997 cm3,Hibrid,9 490
Citroën,C-Elysée,2020,150 300 km,1 560 cm3,Diesel,7 699
Citroën,C5,2011,198 177 km,1 560 cm3,Diesel,5 490
Citroën,C4 PureTech,2024,2 km,1 199 cm3,Benzina,28 980
Citroën,Berlingo,2018,106 324 km,1 499 cm3,Diesel,13 999
Citroën,C4 Aircross,2014,106 100 km,1 798 cm3,Diesel,10 699
Citroën,C5 Aircross,2020,55 055 km,1 598 cm3,Hibrid Plug-In,30 499
Citroën,C4 e-HDi,2014,169 400 km,1 560 cm3,Diesel,6 650
Citroën,C4,2010,208 288 km,1 560 cm3,Diesel,2 900
Citroën,C4 Picasso,2011,121 000 km,1 598 cm3,Benzina,5 880
Citroën,C5,2008,259 000 km,1 997 cm3,Diesel,4 999
Citroën,C4,2021,26 060 km,1 199 cm3,Benzina,19 989
Citroën,DS5,2013,200 000 km,1 998 cm3,Hibrid,9 990
Citroën,C3 AIRCROSS,2019,66 027 km,1 199 cm3,Benzina,11 700
Citroën,C3,2021,39 179 km,1 199 cm3,Benzina,15 173
Citroën,C4,2013,221 000 km,1 560 cm3,Diesel,4 990
Citroën,C5 Aircross,2023,2 km,1 598 cm3,Hibrid Plug-In,45 990
Citroën,C4 Cactus,2015,182 000 km,1 199 cm3,Benzina,7 100
Citroën,C3 AIRCROSS,2018,90 000 km,1 199 cm3,Benzina,10 900
Citroën,C4,2016,149 100 km,1 560 cm3,Diesel,8 990
Citroën,C3,2010,183 300 km,1 398 cm3,Diesel,4 490
Citroën,C3 Picasso,2011,148 000 km,1 560 cm3,Diesel,1 850
Citroën,C5,2021,60 793 km,1 199 cm3,Benzina,20 500
Citroën,C-Elysée,2015,266 286 km,1 560 cm3,Diesel,3 500
Citroën,C4 Picasso,2014,246 000 km,1 560 cm3,Diesel,5 550
Citroën,Berlingo M,2019,168 800 km,1 499 cm3,Diesel,13 685
Citroën,C3,2022,3 km,1 199 cm3,Benzina,12 852
Citroën,DS5 e-HDi,2015,110 787 km,1 560 cm3,Diesel,10 400
Citroën,C5 Aircross,2022,3 km,1 598 cm3,Benzina,37 382
Citroën,C4 PureTech,2022,3 km,1 199 cm3,Benzina,16 892
Citroën,C4 Grand,2014,225 000 km,1 997 cm3,Diesel,9 300
Citroën,C3,2019,7 000 km,1 199 cm3,Benzina,10 500
Citroën,DS7 Crossback,2018,215 000 km,1 997 cm3,Diesel,17 690
Citroën,C3,2017,167 900 km,1 560 cm3,Diesel,8 990
Citroën,C5 Tourer,2016,183 000 km,1 997 cm3,Diesel,8 950
Citroën,C4 Grand,2012,192 000 km,1 560 cm3,Diesel,3 999
Citroën,DS5,2013,220 000 km,1 997 cm3,Hibrid,10 491
Citroën,C-Elysée,2019,137 000 km,1 199 cm3,Benzina + GPL,8 390
Citroën,C4 Picasso,2007,186 258 km,1 997 cm3,Diesel,2 790
Citroën,C5,2006,265 881 km,1 997 cm3,Diesel,1 850
Citroën,C4 Grand,2016,297 000 km,1 997 cm3,Diesel,8 500
Citroën,C4,2008,142 000 km,1 560 cm3,Diesel,2 850
Citroën,C5 Tourer,2012,230 000 km,1 997 cm3,Diesel,6 750
Citroën,C5 Aircross,2023,12 590 km,1 499 cm3,Diesel,34 990
Citroën,C4 Cactus,2008,242 131 km,1 560 cm3,Diesel,2 999
Citroën,C4 Grand,2013,195 000 km,1 560 cm3,Diesel,5 590
Citroën,C5 Aircross,2020,38 951 km,1 199 cm3,Benzina,16 790
Citroën,C5,2022,5 000 km,1 598 cm3,Benzina,33 452
Citroën,C4,2011,153 300 km,1 598 cm3,Benzina,5 600
Citroën,C4 Picasso,2016,192 000 km,1 560 cm3,Diesel,7 200
Citroën,C4 Aircross,2012,186 000 km,1 560 cm3,Diesel,9 799
Citroën,C4 Picasso,2018,185 000 km,1 560 cm3,Diesel,9 500
Citroën,C4 PureTech,2022,21 500 km,1 199 cm3,Benzina,22 750
Citroën,DS5 Hybrid4,2014,196 000 km,1 997 cm3,Hibrid,8 100
Citroën,C5,2011,319 571 km,1 997 cm3,Diesel,4 990
Citroën,DS7 Crossback,2018,198 052 km,1 997 cm3,Diesel,22 490
